id_colab,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,promotion_last_5years,job,salary,left,salary_encoded
8307,0.27,0.48,3,97,6,0,0,IT,medium,0,2
8308,0.7,0.43,6,253,3,0,0,IT,high,0,3
8309,0.63,0.68,4,191,2,0,0,IT,high,0,3
8311,0.28,0.52,3,127,4,0,0,product_mng,high,0,3
8313,0.83,0.51,4,215,3,0,0,product_mng,high,0,3
8314,0.22,0.76,4,176,6,1,0,product_mng,high,0,3
8315,0.55,0.47,3,194,2,0,0,IT,high,0,3
8316,0.33,0.77,3,216,3,0,0,RandD,high,0,3
8317,0.5,0.78,4,185,3,0,0,RandD,high,0,3
8318,0.93,0.88,5,140,3,0,0,RandD,high,0,3
8319,0.77,0.66,3,260,4,0,0,RandD,high,0,3
8322,0.78,0.53,3,152,2,0,0,marketing,low,0,1
8327,0.6,0.69,6,250,5,1,0,management,low,0,1
8328,0.48,0.64,4,146,2,0,0,marketing,low,0,1
8329,0.75,0.84,4,195,3,0,0,marketing,low,0,1
8330,0.87,0.58,4,259,3,0,0,marketing,low,0,1
8331,0.51,0.54,4,166,4,1,0,sales,low,0,1
8332,0.63,0.9,4,188,4,1,0,sales,low,0,1
8334,0.7,0.99,3,167,3,0,0,sales,low,0,1
8335,0.5,0.99,2,258,3,1,0,sales,medium,0,2
8336,0.59,0.51,2,126,3,0,0,sales,medium,0,2
8338,0.55,0.49,3,205,3,0,0,sales,medium,0,2
8339,0.81,0.62,5,201,3,1,0,sales,medium,0,2
8341,0.98,0.61,3,272,3,0,0,sales,medium,0,2
8342,0.83,0.84,4,206,2,0,0,sales,medium,0,2
8344,0.99,0.54,3,199,2,0,0,sales,medium,0,2
8345,0.55,0.57,4,220,3,0,0,sales,medium,0,2
8346,0.96,0.83,3,233,3,0,0,sales,medium,0,2
8347,0.28,0.77,3,221,3,0,0,sales,high,0,3
8350,0.75,0.55,2,188,3,0,0,accounting,high,0,3
8351,0.89,0.88,3,203,3,0,0,accounting,high,0,3
8352,0.6,0.76,5,168,2,1,0,accounting,high,0,3
8353,0.73,0.98,3,227,2,1,0,hr,high,0,3
8354,0.88,0.75,4,159,2,0,0,hr,high,0,3
8355,0.5,0.7,3,159,3,0,0,hr,low,0,1
8356,0.53,0.78,5,275,5,0,0,hr,low,0,1
8357,0.95,0.43,6,283,2,0,0,technical,low,0,1
8359,0.49,0.8,3,227,4,1,0,technical,low,0,1
8360,0.59,0.57,3,147,4,0,0,technical,low,0,1
8361,0.51,0.91,3,227,2,0,0,technical,low,0,1
8362,0.66,0.66,4,166,3,0,0,technical,low,0,1
8363,0.76,0.94,4,168,6,0,0,technical,medium,0,2
8364,0.12,0.59,3,229,6,0,0,technical,medium,0,2
8365,0.84,0.65,3,134,3,0,0,technical,medium,0,2
8366,0.94,0.81,3,196,3,0,0,technical,medium,0,2
8367,0.63,0.84,4,181,3,0,0,technical,medium,0,2
8368,0.79,0.99,4,177,3,1,0,support,medium,0,2
8369,0.85,0.68,3,272,2,1,0,support,medium,0,2
8372,0.62,0.51,4,274,2,0,0,support,medium,0,2
8373,0.36,0.56,6,242,6,0,0,support,medium,0,2
8376,0.83,0.99,3,226,3,0,0,support,medium,0,2
8377,0.71,0.96,3,132,2,0,0,support,medium,0,2
8378,0.23,0.72,6,121,3,0,0,support,medium,0,2
8380,0.69,0.61,2,141,3,0,0,technical,medium,0,2
8381,0.63,0.81,5,189,3,0,0,technical,medium,0,2
8382,0.9,0.59,6,269,4,1,0,management,medium,0,2
8384,0.92,0.62,3,199,2,0,0,IT,medium,0,2
8386,0.66,0.51,6,105,4,0,0,IT,high,0,3
8388,0.15,0.55,3,255,3,1,0,product_mng,medium,0,2
8389,0.59,0.79,3,217,4,0,0,product_mng,medium,0,2
8390,0.66,0.85,6,165,5,0,0,product_mng,medium,0,2
8391,0.69,0.92,5,220,2,0,0,product_mng,medium,0,2
8393,0.58,0.94,5,274,3,0,0,RandD,medium,0,2
8395,0.65,0.99,5,240,5,0,0,RandD,medium,0,2
8396,0.63,0.77,5,210,3,0,0,RandD,medium,0,2
8398,0.74,0.56,4,254,2,0,0,marketing,low,0,1
8400,0.71,0.72,4,177,3,0,0,accounting,low,0,1
8401,0.83,0.37,5,101,4,1,0,support,low,0,1
8406,0.69,0.72,3,243,3,0,0,marketing,low,0,1
8407,0.57,0.54,3,157,4,1,0,sales,high,0,3
8410,0.96,0.92,3,196,4,0,0,sales,low,0,1
8411,0.75,0.67,4,135,2,0,0,sales,high,0,3
8412,1.0,0.61,6,270,3,0,0,sales,low,0,1
8413,0.92,0.97,4,201,2,0,0,sales,medium,0,2
8414,0.84,0.93,5,225,4,0,0,sales,high,0,3
8417,0.21,0.39,2,118,4,0,0,sales,medium,0,2
8419,0.54,0.48,3,275,2,0,0,sales,high,0,3
8420,0.55,0.97,5,125,4,0,0,sales,medium,0,2
8421,0.84,0.55,4,270,3,1,0,sales,medium,0,2
8423,0.64,0.53,3,281,3,0,0,sales,high,0,3
8424,0.92,0.51,3,223,2,0,0,sales,medium,0,2
8425,0.86,0.87,3,268,2,0,0,sales,high,0,3
8428,0.55,0.51,3,192,3,0,0,accounting,medium,0,2
8429,0.54,0.58,4,178,3,0,0,hr,medium,0,2
8430,0.49,0.9,3,250,2,0,0,hr,medium,0,2
8432,0.55,0.55,5,194,3,1,0,hr,low,0,1
8433,0.64,0.5,3,146,3,0,0,technical,low,0,1
8434,0.54,0.53,4,245,2,0,0,technical,low,0,1
8435,0.58,0.45,3,131,2,0,0,technical,low,0,1
8437,0.65,0.64,5,206,3,0,0,technical,low,0,1
8440,0.77,0.5,4,173,2,1,0,technical,low,0,1
8441,0.55,0.49,5,240,3,0,0,technical,high,0,3
8442,0.5,0.6,4,199,2,0,0,technical,low,0,1
8444,0.58,0.84,3,258,4,0,0,support,low,0,1
8445,0.66,0.68,4,269,3,1,0,support,low,0,1
8448,0.49,0.49,4,256,3,1,0,support,low,0,1
8449,0.99,0.79,4,213,3,0,0,support,low,0,1
8451,0.7,0.57,3,179,2,0,0,support,low,0,1
8452,0.22,0.89,6,278,5,1,0,support,medium,0,2
8453,0.91,0.52,3,256,2,0,0,support,high,0,3
8454,0.18,0.76,5,173,4,0,0,support,medium,0,2
8455,0.84,0.68,4,179,3,0,0,technical,high,0,3
8457,0.49,0.65,3,168,4,0,0,technical,medium,0,2
8461,0.56,0.84,4,149,4,1,0,IT,medium,0,2
8462,0.95,0.77,5,139,2,0,0,IT,medium,0,2
8464,0.93,0.73,3,252,4,0,0,product_mng,high,0,3
8467,0.52,0.65,4,264,3,0,0,product_mng,medium,0,2
8468,0.98,0.8,4,142,2,0,0,IT,medium,0,2
8470,0.92,0.49,5,178,2,1,0,RandD,medium,0,2
8471,0.71,0.8,5,192,3,0,0,RandD,medium,0,2
8473,0.23,0.47,4,277,5,0,0,RandD,medium,0,2
8475,0.21,0.65,4,276,6,0,0,marketing,high,0,3
8476,0.7,0.72,2,189,3,0,0,sales,low,0,1
8477,0.9,0.5,4,139,2,0,0,accounting,low,0,1
8480,0.73,0.72,5,178,2,0,0,management,low,0,1
8481,0.56,0.67,4,184,3,0,0,marketing,low,0,1
8482,0.97,0.57,3,144,3,0,0,marketing,low,0,1
8483,0.92,0.91,3,160,2,0,0,marketing,high,0,3
8484,0.77,0.68,3,225,2,0,0,sales,low,0,1
8485,0.97,0.81,5,266,2,0,0,sales,low,0,1
8487,0.78,0.82,4,142,2,1,0,sales,low,0,1
8488,0.77,0.87,3,207,4,1,0,sales,low,0,1
8489,0.66,0.53,4,162,3,0,0,sales,low,0,1
8490,0.25,0.98,6,287,5,1,0,sales,low,0,1
8491,0.89,0.87,2,270,6,1,0,sales,medium,0,2
8492,0.15,0.66,5,160,4,1,0,sales,medium,0,2
8493,0.26,0.91,6,113,2,0,0,sales,medium,0,2
8495,0.52,0.83,3,153,2,0,0,sales,medium,0,2
8496,0.95,0.62,4,255,2,0,0,sales,medium,0,2
8498,0.79,0.66,4,243,3,0,0,sales,medium,0,2
8500,0.4,0.37,3,123,2,0,0,sales,medium,0,2
8501,1.0,0.68,3,132,2,0,0,sales,medium,0,2
8502,0.71,0.79,3,134,3,0,0,sales,medium,0,2
8503,0.48,0.45,3,277,2,1,0,accounting,high,0,3
8504,0.76,1.0,5,265,2,0,0,accounting,low,0,1
8506,0.74,0.9,4,156,4,0,0,hr,medium,0,2
8507,0.24,0.94,6,237,5,0,0,hr,medium,0,2
8508,0.79,0.97,3,271,2,0,0,hr,medium,0,2
8510,0.6,0.98,4,192,3,0,0,technical,low,0,1
8511,0.72,0.95,4,230,3,0,0,technical,low,0,1
8512,1.0,0.6,4,261,3,0,0,technical,low,0,1
8513,0.55,0.88,3,173,3,1,0,technical,low,0,1
8514,0.3,0.98,2,109,4,1,0,technical,low,0,1
8515,0.89,0.59,3,247,4,0,0,technical,low,0,1
8516,0.84,0.84,5,163,3,0,0,technical,low,0,1
8518,0.15,0.48,6,218,6,0,0,technical,low,0,1
8519,0.59,0.75,4,194,2,0,0,technical,low,0,1
8520,0.5,0.59,4,157,2,0,0,technical,low,0,1
8521,0.23,0.68,5,244,3,0,0,support,low,0,1
8522,0.95,0.58,5,169,2,0,0,support,low,0,1
8526,0.55,0.64,6,148,4,0,0,support,low,0,1
8527,0.89,0.58,3,272,2,0,0,support,low,0,1
8531,0.85,0.65,3,195,3,0,0,support,medium,0,2
8532,0.96,0.85,3,168,3,0,0,technical,medium,0,2
8533,0.85,0.88,3,198,4,1,0,technical,medium,0,2
8534,0.59,0.93,5,172,2,0,0,technical,medium,0,2
8537,0.53,0.59,3,148,3,0,0,IT,medium,0,2
8539,0.99,0.55,3,197,2,0,0,IT,medium,0,2
8540,0.73,0.83,4,241,3,0,0,IT,medium,0,2
8541,0.51,0.71,5,154,2,0,0,product_mng,medium,0,2
8545,0.69,0.89,2,202,2,0,0,IT,medium,0,2
8546,0.22,0.65,5,174,5,1,0,RandD,medium,0,2
8547,0.49,0.89,4,240,2,0,0,RandD,medium,0,2
8553,0.2,0.54,4,149,3,0,0,accounting,low,0,1
8555,0.68,0.85,4,203,2,0,0,technical,low,0,1
8557,0.95,0.95,4,204,3,1,0,marketing,low,0,1
8559,0.61,0.53,4,183,3,0,0,marketing,low,0,1
8565,0.99,0.64,4,135,2,1,0,sales,low,0,1
8566,0.96,0.7,2,273,3,0,0,sales,low,0,1
8568,0.7,0.39,6,285,4,0,0,sales,low,0,1
8570,0.96,0.48,4,222,3,0,0,sales,medium,0,2
8571,0.64,0.64,4,242,3,0,0,sales,medium,0,2
8572,0.86,0.65,5,166,3,0,0,sales,medium,0,2
8573,0.87,0.84,3,172,3,0,0,sales,medium,0,2
8574,0.53,0.56,4,249,2,0,0,sales,medium,0,2
8576,0.83,0.59,4,197,4,0,0,sales,medium,0,2
8577,0.97,0.54,5,185,2,0,0,sales,medium,0,2
8578,0.92,0.76,3,171,2,0,0,sales,medium,0,2
8580,0.59,0.56,4,250,2,0,0,accounting,medium,0,2
8582,0.71,0.84,3,139,2,0,0,hr,low,0,1
8584,0.78,0.61,3,227,3,0,0,hr,medium,0,2
8585,0.84,0.81,4,198,2,0,0,hr,medium,0,2
8587,0.87,0.93,4,199,3,0,0,technical,low,0,1
8588,0.94,0.84,5,203,3,0,0,technical,low,0,1
8589,0.82,0.97,4,243,3,1,0,technical,low,0,1
8590,0.78,0.78,3,135,3,0,0,technical,low,0,1
8591,0.47,0.55,4,100,4,1,0,technical,low,0,1
8593,0.75,0.82,4,252,3,0,0,technical,low,0,1
8594,0.36,0.39,3,98,3,0,0,technical,low,0,1
8599,0.83,0.65,3,231,2,0,0,support,low,0,1
8605,0.99,0.73,4,224,2,0,0,support,low,0,1
8606,0.48,0.43,3,96,3,0,0,support,low,0,1
8607,0.91,0.5,3,276,4,0,0,support,low,0,1
8608,0.76,0.79,3,162,2,1,0,technical,medium,0,2
8611,0.57,0.78,4,143,3,0,0,management,medium,0,2
8612,0.55,0.57,5,280,6,1,0,IT,medium,0,2
8613,0.79,0.49,3,137,2,0,0,IT,medium,0,2
8615,0.68,0.69,4,176,3,1,0,IT,medium,0,2
8616,0.19,0.64,5,231,4,1,0,IT,medium,0,2
8620,0.58,0.74,4,180,3,0,0,product_mng,high,0,3
8621,0.74,0.61,3,228,2,1,0,IT,low,0,1
8623,0.46,0.63,2,177,6,0,0,RandD,medium,0,2
8624,0.58,0.43,3,194,2,1,0,RandD,medium,0,2
8626,0.79,0.77,4,171,2,0,0,RandD,low,0,1
8628,0.7,0.58,3,205,3,0,0,sales,low,0,1
8629,0.84,0.73,5,230,4,1,0,accounting,low,0,1
8630,0.19,0.9,5,172,2,0,0,support,low,0,1
8631,0.9,0.52,4,167,3,1,0,technical,low,0,1
8632,0.19,0.91,5,145,3,0,0,management,low,0,1
8633,0.96,0.53,3,166,3,0,0,marketing,low,0,1
8634,0.87,1.0,3,148,3,0,0,marketing,low,0,1
8635,0.5,0.89,5,223,3,0,0,marketing,low,0,1
8636,0.88,0.58,2,123,4,0,0,sales,low,0,1
8637,0.55,0.99,3,158,3,0,0,sales,low,0,1
8638,0.89,0.86,3,223,2,0,0,sales,low,0,1
8639,0.58,0.69,3,252,3,0,0,sales,low,0,1
8640,0.58,0.96,5,143,2,0,0,sales,low,0,1
8642,0.54,0.65,5,206,4,1,0,sales,low,0,1
8643,0.59,0.54,4,210,3,0,0,sales,low,0,1
8645,0.72,0.69,4,147,3,0,0,sales,medium,0,2
8647,0.51,0.73,4,174,3,0,0,sales,medium,0,2
8649,0.95,0.67,4,219,2,0,0,sales,medium,0,2
8650,0.58,0.88,5,178,4,0,0,sales,medium,0,2
8651,0.69,0.98,3,269,3,1,0,sales,medium,0,2
8652,0.17,0.64,6,205,5,1,0,sales,medium,0,2
8653,0.81,0.72,3,232,3,1,0,sales,medium,0,2
8654,0.41,0.5,3,193,3,0,0,sales,medium,0,2
8655,0.12,0.42,3,110,2,0,0,accounting,medium,0,2
8656,0.71,0.6,4,208,3,0,0,accounting,high,0,3
8657,0.32,0.69,5,157,4,0,0,accounting,low,0,1
8658,0.83,0.98,5,187,4,0,0,hr,medium,0,2
8659,0.74,0.92,4,226,3,0,0,hr,medium,0,2
8661,0.85,0.56,3,159,3,0,0,hr,medium,0,2
8662,0.49,0.75,4,259,3,1,0,technical,low,0,1
8663,0.7,0.74,4,150,3,1,0,technical,low,0,1
8664,0.44,0.58,4,152,3,0,0,technical,low,0,1
8665,0.5,0.87,5,245,2,0,0,technical,low,0,1
8666,0.63,0.74,5,227,2,0,0,technical,low,0,1
8667,0.87,0.77,4,261,3,0,0,technical,low,0,1
8668,0.82,0.53,4,162,3,1,0,technical,low,0,1
8669,0.97,0.89,4,193,3,0,0,technical,low,0,1
8670,0.9,0.81,4,144,2,0,0,technical,low,0,1
8671,0.41,0.5,6,151,2,0,0,technical,low,0,1
8672,0.58,0.94,4,225,2,0,0,technical,low,0,1
8675,0.64,0.72,4,254,3,0,0,support,low,0,1
8676,0.31,0.79,2,193,4,0,0,support,low,0,1
8678,0.2,1.0,3,123,4,0,0,support,low,0,1
8682,0.22,0.98,4,185,3,0,0,support,low,0,1
8683,0.33,0.51,2,166,3,0,0,support,medium,0,2
8684,0.23,0.96,4,213,4,0,0,technical,medium,0,2
8686,0.79,0.57,3,168,2,0,0,technical,medium,0,2
8689,0.65,0.92,3,101,3,1,0,IT,medium,0,2
8690,0.61,0.7,4,175,3,1,0,IT,medium,0,2
8691,0.4,0.79,5,181,5,0,0,IT,medium,0,2
8693,0.95,0.75,3,247,2,0,0,product_mng,medium,0,2
8697,0.99,0.98,5,241,2,0,0,IT,medium,0,2
8698,0.49,0.49,4,240,2,0,0,RandD,medium,0,2
8701,0.62,0.68,3,253,5,1,0,RandD,low,0,1
8702,0.78,0.68,4,174,3,1,0,RandD,low,0,1
8704,0.61,0.77,4,195,2,0,0,sales,low,0,1
8706,0.29,0.85,2,248,6,1,0,support,low,0,1
8708,0.93,0.94,4,217,2,0,0,management,low,0,1
8710,0.68,0.85,5,173,3,0,0,marketing,low,0,1
8711,0.71,0.8,2,146,4,0,0,marketing,low,0,1
8714,0.81,0.5,3,198,3,0,0,sales,low,0,1
8716,0.51,0.91,4,206,3,0,0,sales,low,0,1
8717,0.55,0.99,4,238,3,0,0,sales,low,0,1
8719,0.91,0.61,4,176,3,0,0,sales,low,0,1
8721,0.98,0.88,4,145,2,0,0,sales,low,0,1
8722,0.62,0.65,4,212,3,1,0,sales,medium,0,2
8723,0.57,0.62,3,198,4,0,0,sales,medium,0,2
8724,0.99,0.57,3,189,4,1,0,sales,medium,0,2
8725,0.82,0.68,2,200,3,0,0,sales,medium,0,2
8726,0.24,0.81,4,217,5,0,0,sales,medium,0,2
8728,0.9,0.55,3,260,3,0,0,sales,medium,0,2
8729,0.13,0.73,5,206,5,0,0,sales,medium,0,2
8730,0.6,0.67,3,249,2,0,0,sales,medium,0,2
8732,0.68,0.61,4,147,3,0,0,accounting,medium,0,2
8733,0.51,0.72,3,148,2,0,0,accounting,medium,0,2
8734,0.74,0.58,3,220,2,0,0,hr,high,0,3
8735,0.86,0.73,3,241,3,0,0,hr,low,0,1
8737,0.63,0.85,2,156,3,1,0,hr,medium,0,2
8739,0.6,0.5,3,211,3,0,0,technical,medium,0,2
8740,0.69,0.82,4,137,2,1,0,technical,low,0,1
8742,0.5,0.67,2,142,3,0,0,technical,low,0,1
8743,0.84,0.5,5,267,2,0,0,technical,low,0,1
8748,0.71,1.0,3,181,4,0,0,technical,medium,0,2
8753,0.86,0.64,4,137,2,0,0,support,medium,0,2
8754,0.17,0.52,6,176,5,0,0,support,medium,0,2
8757,0.59,0.92,5,226,3,0,0,support,medium,0,2
8758,0.49,0.61,5,196,3,0,0,support,medium,0,2
8762,0.12,0.95,3,236,3,0,0,technical,medium,0,2
8763,0.91,0.67,5,137,3,0,0,management,medium,0,2
8765,0.49,0.8,4,161,2,0,0,IT,medium,0,2
8767,0.21,0.84,3,194,2,0,0,IT,medium,0,2
8769,0.84,0.81,4,152,2,1,0,product_mng,medium,0,2
8770,0.72,0.68,3,150,3,1,0,product_mng,medium,0,2
8771,0.57,0.46,3,207,3,0,0,product_mng,medium,0,2
8773,0.59,0.75,2,273,2,0,0,IT,high,0,3
8774,0.97,0.69,4,134,3,0,0,RandD,high,0,3
8775,0.56,0.85,3,109,2,0,0,RandD,high,0,3
8776,0.78,0.59,4,124,3,1,0,RandD,high,0,3
8777,0.64,0.72,4,253,4,0,0,RandD,high,0,3
8778,0.58,0.9,5,224,3,0,0,RandD,high,0,3
8779,0.68,0.58,3,217,2,0,0,marketing,high,0,3
8781,0.83,0.78,5,240,3,0,0,accounting,high,0,3
8782,0.49,0.49,2,226,3,0,0,support,high,0,3
8785,0.78,0.6,2,206,2,0,0,marketing,low,0,1
8788,0.89,0.51,4,141,3,0,0,sales,low,0,1
8790,1.0,0.49,4,140,3,0,0,sales,low,0,1
8791,0.67,0.44,4,194,2,1,0,sales,low,0,1
8793,0.71,0.87,4,238,3,0,0,sales,low,0,1
8794,0.65,0.91,3,207,3,0,0,sales,low,0,1
8795,0.82,0.82,4,164,2,0,0,sales,low,0,1
8796,0.48,0.89,3,224,3,0,0,sales,low,0,1
8797,0.96,0.9,4,201,3,0,0,sales,low,0,1
8799,0.24,0.78,5,131,5,0,0,sales,low,0,1
8800,0.92,0.95,6,239,4,0,0,sales,medium,0,2
8801,0.66,0.89,3,202,3,1,0,sales,medium,0,2
8802,0.93,0.68,3,137,3,1,0,sales,medium,0,2
8803,0.77,0.59,4,153,3,0,0,sales,medium,0,2
8805,0.78,0.49,3,194,3,1,0,sales,medium,0,2
8806,0.6,0.53,4,228,3,0,0,sales,medium,0,2
8807,0.31,1.0,4,177,5,0,0,accounting,medium,0,2
8808,0.49,0.68,3,181,3,0,0,accounting,medium,0,2
8810,0.76,0.91,3,133,2,0,0,hr,medium,0,2
8811,0.65,0.63,3,237,3,0,0,hr,medium,0,2
8812,0.88,0.75,5,152,3,0,0,hr,high,0,3
8814,0.48,0.5,6,253,4,0,0,technical,high,0,3
8815,0.2,0.59,5,105,4,0,0,technical,high,0,3
8816,0.93,0.84,3,159,3,0,0,technical,high,0,3
8817,0.55,0.92,4,257,2,0,0,technical,high,0,3
8818,0.73,0.64,3,202,4,0,0,technical,high,0,3
8819,0.57,0.56,3,241,3,0,0,technical,high,0,3
8820,0.63,0.8,3,267,3,0,0,technical,low,0,1
8821,0.23,0.88,4,175,6,0,0,technical,low,0,1
8822,0.93,0.53,3,257,2,1,0,technical,low,0,1
8823,0.78,0.86,4,240,3,0,0,technical,low,0,1
8826,0.36,0.97,5,151,3,0,0,support,low,0,1
8827,0.59,0.67,2,168,3,0,0,support,low,0,1
8828,0.78,0.63,4,265,3,0,0,support,medium,0,2
8829,0.93,0.53,5,204,2,0,0,support,medium,0,2
8833,0.25,0.8,5,186,4,1,0,support,medium,0,2
8835,0.98,0.83,5,211,3,0,0,support,medium,0,2
8837,0.57,0.98,3,214,2,0,0,technical,medium,0,2
8838,0.81,0.52,4,274,3,0,0,technical,medium,0,2
8839,0.56,0.67,5,165,3,1,0,management,medium,0,2
8841,0.74,0.9,4,189,2,0,0,IT,medium,0,2
8842,0.57,0.61,3,112,5,0,0,IT,medium,0,2
8844,0.8,0.57,3,162,2,0,0,IT,medium,0,2
8845,0.22,0.8,4,149,5,0,0,product_mng,medium,0,2
8846,0.73,0.84,4,238,2,0,0,product_mng,medium,0,2
8848,0.52,0.94,3,263,3,0,0,product_mng,medium,0,2
8850,0.97,0.48,4,221,3,0,0,RandD,medium,0,2
8851,0.97,0.54,3,255,2,1,0,RandD,high,0,3
8852,0.54,0.88,4,170,4,0,0,RandD,low,0,1
8856,0.82,0.76,3,174,3,0,0,sales,medium,0,2
8857,0.6,0.7,4,265,4,1,0,accounting,medium,0,2
8858,0.17,0.88,2,206,4,0,0,support,medium,0,2
8859,0.73,0.6,4,222,3,0,0,technical,medium,0,2
8861,0.86,0.61,4,221,2,0,0,marketing,medium,0,2
8862,0.67,0.55,5,239,2,0,0,marketing,medium,0,2
8866,0.58,0.53,4,181,3,1,0,sales,low,0,1
8867,0.14,0.57,4,207,5,0,0,sales,low,0,1
8868,0.15,0.37,2,167,3,0,0,sales,low,0,1
8869,0.98,0.51,3,243,2,0,0,sales,low,0,1
8870,0.91,0.5,4,231,3,0,0,sales,high,0,3
8872,0.56,0.63,3,145,2,0,0,sales,high,0,3
8879,0.66,0.77,5,236,3,0,0,sales,high,0,3
8880,0.85,0.66,3,234,3,0,0,sales,medium,0,2
8881,0.8,0.6,3,247,2,0,0,sales,medium,0,2
8882,0.99,0.61,3,154,3,0,0,sales,medium,0,2
8883,0.25,0.45,3,228,5,0,0,accounting,medium,0,2
8884,0.93,0.99,4,209,3,1,0,accounting,high,0,3
8887,0.62,0.87,3,151,2,1,0,hr,medium,0,2
8888,0.99,0.54,4,196,4,1,0,hr,high,0,3
8889,0.93,0.52,3,229,2,1,0,hr,medium,0,2
8890,0.2,0.75,3,235,4,0,0,technical,high,0,3
8891,0.58,0.61,4,200,3,0,0,technical,low,0,1
8893,0.18,0.54,4,165,3,0,0,technical,medium,0,2
8894,0.18,0.62,3,165,4,0,0,technical,medium,0,2
8896,0.93,0.92,5,185,5,0,0,technical,low,0,1
8899,0.74,0.63,4,238,2,0,0,technical,low,0,1
8900,0.66,0.67,3,199,2,0,0,technical,low,0,1
8902,0.74,0.98,3,196,6,1,0,support,low,0,1
8904,0.65,0.84,3,189,2,1,0,support,low,0,1
8905,0.94,0.49,2,250,5,0,0,support,low,0,1
8907,0.87,0.65,3,212,3,1,0,support,low,0,1
8908,0.23,0.79,5,196,5,1,0,support,low,0,1
8910,0.68,0.85,3,250,3,0,0,support,low,0,1
8911,0.95,0.88,3,266,2,1,0,support,high,0,3
8912,0.63,0.96,4,133,2,0,0,technical,low,0,1
8913,0.47,0.53,4,181,3,0,0,technical,low,0,1
8914,0.2,0.5,6,282,6,1,0,technical,low,0,1
8915,0.72,0.84,2,173,2,1,0,management,high,0,3
8917,0.7,0.74,3,202,2,0,0,IT,medium,0,2
8918,0.59,0.82,3,162,2,0,0,IT,high,0,3
8920,0.62,0.64,3,165,3,0,0,IT,high,0,3
8922,0.72,0.45,4,143,6,0,0,product_mng,medium,0,2
8925,0.92,0.99,4,245,4,0,0,IT,medium,0,2
8926,0.67,0.77,3,157,3,0,0,RandD,medium,0,2
8928,0.91,0.63,4,210,3,0,0,RandD,medium,0,2
8930,0.72,0.95,3,145,2,0,0,RandD,low,0,1
8931,0.56,0.86,4,181,3,0,0,marketing,medium,0,2
8933,0.74,0.88,5,183,3,1,0,accounting,medium,0,2
8934,0.88,0.84,4,171,4,1,0,support,medium,0,2
8935,0.69,0.72,2,190,2,0,0,technical,medium,0,2
8936,0.87,0.78,4,142,3,0,0,management,medium,0,2
8937,0.98,0.5,3,198,3,0,0,marketing,medium,0,2
8938,0.9,0.61,3,185,3,0,0,marketing,medium,0,2
8939,0.49,0.87,4,171,3,1,0,marketing,medium,0,2
8941,0.58,0.98,3,175,3,0,0,sales,low,0,1
8944,0.36,0.66,4,97,2,0,0,sales,high,0,3
8945,0.55,0.53,4,214,3,0,0,sales,low,0,1
8947,0.5,0.67,3,246,3,0,0,sales,low,0,1
8949,0.75,0.68,3,237,5,0,0,sales,low,0,1
8950,0.88,0.7,4,146,4,0,0,sales,low,0,1
8951,0.53,0.63,5,159,4,0,0,sales,low,0,1
8953,0.49,0.93,3,226,3,0,0,sales,low,0,1
8954,0.71,0.91,3,261,3,0,0,sales,low,0,1
8956,0.88,0.93,4,177,3,0,0,sales,medium,0,2
8957,0.87,0.53,4,144,3,0,0,sales,medium,0,2
8959,0.8,0.9,5,265,3,0,0,accounting,medium,0,2
8960,0.32,0.67,5,224,4,1,0,accounting,medium,0,2
8961,0.77,0.56,3,167,4,0,0,accounting,medium,0,2
8964,0.62,0.64,5,229,2,0,0,hr,medium,0,2
8965,0.53,0.94,4,128,6,0,0,hr,medium,0,2
8966,0.93,0.49,3,211,2,0,0,technical,medium,0,2
8967,0.51,0.91,4,194,2,0,0,technical,medium,0,2
8968,0.76,0.76,4,214,3,0,0,technical,high,0,3
8970,0.58,0.6,4,222,3,0,0,technical,medium,0,2
8971,0.98,0.77,4,144,4,0,0,technical,medium,0,2
8972,0.58,0.54,3,287,6,0,0,technical,medium,0,2
8974,0.84,0.79,4,157,4,0,0,technical,low,0,1
8978,0.56,0.84,5,154,2,1,0,support,low,0,1
8979,0.49,0.58,3,265,3,0,0,support,low,0,1
8980,0.4,0.45,4,113,3,0,0,support,low,0,1
8981,0.67,0.36,3,280,4,0,0,support,low,0,1
8982,0.79,0.5,3,213,3,1,0,support,low,0,1
8984,0.82,0.54,3,243,4,0,0,support,low,0,1
8985,0.82,0.87,3,206,2,0,0,support,low,0,1
8986,0.63,0.57,5,149,3,0,0,support,low,0,1
8989,0.96,0.93,3,238,2,0,0,technical,low,0,1
8990,0.83,0.72,2,226,3,0,0,technical,low,0,1
8991,0.75,0.92,3,199,3,1,0,management,low,0,1
8992,0.75,0.82,5,202,3,1,0,IT,low,0,1
8995,0.58,0.79,4,130,3,0,0,IT,medium,0,2
8996,0.74,0.89,3,229,3,0,0,IT,medium,0,2
8997,0.78,0.74,4,261,3,1,0,product_mng,medium,0,2
8998,0.5,0.72,3,182,2,1,0,product_mng,medium,0,2
9001,0.82,0.89,4,275,3,0,0,IT,medium,0,2
9003,0.9,0.9,3,147,3,1,0,RandD,medium,0,2
9004,0.59,1.0,4,275,3,0,0,RandD,medium,0,2
9005,0.53,0.46,2,167,2,0,0,RandD,medium,0,2
9006,0.57,0.5,5,149,5,1,0,RandD,medium,0,2
